Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,chosen face,not chosen face,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price1a,price2a,price3a,price4a,price5a,price6a,price7a,price8a,price9a,price10a,price11a,price12a,,Participant_preference,face_rating,random number,fixation_times
51,1575989650008,10/12/2019 14:54:10,1575989649589,0,10/12/2019 14:54:09,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,2,option2,Zone1,response_button_text,690.3999999999942,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
52,1575989650962,10/12/2019 14:54:10,1575989650413,0,10/12/2019 14:54:10,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,3,option3,Zone1,response_button_text,811.5,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
53,1575989651619,10/12/2019 14:54:11,1575989651157,0,10/12/2019 14:54:11,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,4,option4,Zone1,response_button_text,729.1999999999971,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
54,1575989652682,10/12/2019 14:54:12,1575989652213,0,10/12/2019 14:54:12,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,5,option5,choice,response_button_text,1041.6000000000058,504,1,1,0,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
55,1575989653387,10/12/2019 14:54:13,1575989652893,0,10/12/2019 14:54:12,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,17,grey5,Zone1,continue_button,672.1999999999971,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
56,1575989653843,10/12/2019 14:54:13,1575989653077,0,10/12/2019 14:54:13,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,18,grey6,Zone1,continue_button,175.5,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
57,1575989653843,10/12/2019 14:54:13,1575989653245,0,10/12/2019 14:54:13,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,19,grey7,Zone1,continue_button,160,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
58,1575989654296,10/12/2019 14:54:14,1575989653428,0,10/12/2019 14:54:13,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,20,grey8,Zone1,continue_button,176,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
59,1575989654296,10/12/2019 14:54:14,1575989653621,0,10/12/2019 14:54:13,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,21,grey9,Zone1,continue_button,184.60000000000582,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
60,1575989654827,10/12/2019 14:54:14,1575989654421,0,10/12/2019 14:54:14,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,22,grey10,Zone1,continue_button,792.3000000000029,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
61,1575989655905,10/12/2019 14:54:15,1575989655621,0,10/12/2019 14:54:15,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,23,grey11,Zone1,continue_button,1191.6000000000058,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
62,1575989658140,10/12/2019 14:54:18,1575989657631,0,10/12/2019 14:54:17,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,24,congratulations,rating19,response_slider_firstInteraction,2005.7155000000057,89,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
63,1575989658750,10/12/2019 14:54:18,1575989658422,0,10/12/2019 14:54:18,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,24,congratulations,rating19,response_slider_endValue,2627.399999999994,89,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
64,1575989659407,10/12/2019 14:54:19,1575989658422,0,10/12/2019 14:54:18,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,24,congratulations,Zone4,continue_button,2627.399999999994,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
65,1575989659815,10/12/2019 14:54:19,1575989659364,0,10/12/2019 14:54:19,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,8,4,1,next sequence?,advancementZone,continue_button,933.7999999999884,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1575989661250,10/12/2019 14:54:21,1575989660861,0,10/12/2019 14:54:20,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,1,option1,choice,response_button_text,1478.199999999997,383.76,1,1,0,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
67,1575989662113,10/12/2019 14:54:22,1575989661725,0,10/12/2019 14:54:21,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,13,grey1,Zone1,continue_button,855.8999999999942,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
68,1575989662567,10/12/2019 14:54:22,1575989661949,0,10/12/2019 14:54:21,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,14,grey2,Zone1,continue_button,216.39999999999418,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
69,1575989662567,10/12/2019 14:54:22,1575989662069,0,10/12/2019 14:54:22,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,15,grey3,Zone1,continue_button,113.69999999999709,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
70,1575989662910,10/12/2019 14:54:22,1575989662340,0,10/12/2019 14:54:22,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,16,grey4,Zone1,continue_button,265.1999999999971,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
71,1575989662910,10/12/2019 14:54:22,1575989662556,0,10/12/2019 14:54:22,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,17,grey5,Zone1,continue_button,209.3000000000029,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
72,1575989663363,10/12/2019 14:54:23,1575989662733,0,10/12/2019 14:54:22,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,18,grey6,Zone1,continue_button,168.1999999999971,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
73,1575989663754,10/12/2019 14:54:23,1575989662917,0,10/12/2019 14:54:22,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,19,grey7,Zone1,continue_button,177,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
74,1575989663754,10/12/2019 14:54:23,1575989663077,0,10/12/2019 14:54:23,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,20,grey8,Zone1,continue_button,153.3000000000029,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
75,1575989663754,10/12/2019 14:54:23,1575989663212,0,10/12/2019 14:54:23,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,21,grey9,Zone1,continue_button,129.5,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
76,1575989664253,10/12/2019 14:54:24,1575989663389,0,10/12/2019 14:54:23,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,22,grey10,Zone1,continue_button,169.89999999999418,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
77,1575989664253,10/12/2019 14:54:24,1575989663677,0,10/12/2019 14:54:23,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,23,grey11,Zone1,continue_button,281.6000000000058,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
78,1575989665940,10/12/2019 14:54:25,1575989665574,0,10/12/2019 14:54:25,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,24,congratulations,rating19,response_slider_firstInteraction,1873.449900000007,99,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
79,1575989666691,10/12/2019 14:54:26,1575989666333,0,10/12/2019 14:54:26,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,24,congratulations,rating19,response_slider_endValue,2584.7999999999884,99,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
80,1575989667519,10/12/2019 14:54:27,1575989666333,0,10/12/2019 14:54:26,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,3,5,24,congratulations,Zone4,continue_button,2584.7999999999884,,,0,1,0,,,,,1,sequence,,,<h1>383.76</h1>,<h1>912</h1>,<h1>915</h1>,<h1>1320</h1>,<h1>918.99</h1>,<h1>551.76</h1>,<h1>795</h1>,<h1>1229.99</h1>,<h1>744</h1>,<h1>825.99</h1>,<h1>871.99</h1>,<h1>909.99</h1>,383.76,912,915,1320,918.99,551.76,795,1229.99,744,825.99,871.99,909.99,,,,,
81,1575989667519,10/12/2019 14:54:27,1575989666339,0,10/12/2019 14:54:26,11864,3,task-hlnk,,3506756,BLIND,991923,,complete,,5defae22193325000e926b63,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x984,,Hybrid sequence,1,Spreadsheet1,,,END TASK,,,,,99001,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1575989427442,10/12/2019 14:50:27,1575989426448,0,10/12/2019 14:50:26,11864,3,task-hlnk,,3506709,BLIND,991904,,complete,,5defac9070a801000d77507b,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x722,,Hybrid sequence,1,Spreadsheet1,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1575989431898,10/12/2019 14:50:31,1575989430971,0,10/12/2019 14:50:30,11864,3,task-hlnk,,3506709,BLIND,991904,,complete,,5defac9070a801000d77507b,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x722,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,1,option1,Zone1,response_button_text,4031.154999975115,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
3,1575989434610,10/12/2019 14:50:34,1575989433705,0,10/12/2019 14:50:33,11864,3,task-hlnk,,3506709,BLIND,991904,,complete,,5defac9070a801000d77507b,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x722,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,2,option2,Zone1,response_button_text,2724.25500000827,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
4,1575989438348,10/12/2019 14:50:38,1575989437405,0,10/12/2019 14:50:37,11864,3,task-hlnk,,3506709,BLIND,991904,,complete,,5defac9070a801000d77507b,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x722,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,3,option3,choice,response_button_text,3691.2850000080653,673.99,1,1,0,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
5,1575989442334,10/12/2019 14:50:42,1575989441422,0,10/12/2019 14:50:41,11864,3,task-hlnk,,3506709,BLIND,991904,,complete,,5defac9070a801000d77507b,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x722,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,15,grey3,Zone1,continue_button,4010.164999985136,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
