Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TakeOption,PercentTaken,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Option10,RecentAnswer,Feedback_1,Feedback_2,Feedback_3,Feedback_4,Feedback_5,Feedback_6,Feedback_7,Feedback_8,Feedback_9,Feedback_10,Feedback_11,Feedback_12,Option11,Option12,,5_star,3_star,1_star
37,1570441147022,07/10/2019 09:39:07,1570441146050,1,07/10/2019 10:39:06,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,3,C2,Zone3,timelimit_screen,3999.4360000000015,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
38,1570441147640,07/10/2019 09:39:07,1570441146667,1,07/10/2019 10:39:06,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,4,D2,lose,response_button_text,605.6900000003225,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
39,1570441151624,07/10/2019 09:39:11,1570441150666,1,07/10/2019 10:39:10,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,5,C3,Zone3,timelimit_screen,3999.45199999999,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
40,1570441152249,07/10/2019 09:39:12,1570441151266,1,07/10/2019 10:39:11,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,6,D3,lose,response_button_text,589.9349999999686,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
41,1570441156204,07/10/2019 09:39:16,1570441155248,1,07/10/2019 10:39:15,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,7,C4,Zone3,timelimit_screen,3999.4879999999976,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
42,1570441156876,07/10/2019 09:39:16,1570441155909,1,07/10/2019 10:39:15,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,8,D4,lose,response_button_text,650.4999999997381,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
43,1570441160868,07/10/2019 09:39:20,1570441159898,1,07/10/2019 10:39:19,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,9,C5,Zone3,timelimit_screen,3999.9159999999974,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
44,1570441161587,07/10/2019 09:39:21,1570441160617,1,07/10/2019 10:39:20,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,10,D5,lose,response_button_text,707.4149999998481,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
45,1570441165575,07/10/2019 09:39:25,1570441164614,1,07/10/2019 10:39:24,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,11,C6,Zone3,timelimit_screen,3999.601999999999,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
46,1570441166202,07/10/2019 09:39:26,1570441165236,1,07/10/2019 10:39:25,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,12,D6,lose,response_button_text,609.2349999998987,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
47,1570441170202,07/10/2019 09:39:30,1570441169231,1,07/10/2019 10:39:29,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,13,C7,Zone3,timelimit_screen,4000.048999999999,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
48,1570441170780,07/10/2019 09:39:30,1570441169806,1,07/10/2019 10:39:29,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,14,D7,lose,response_button_text,559.5599999997066,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
49,1570441174778,07/10/2019 09:39:34,1570441173799,1,07/10/2019 10:39:33,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,15,C8,Zone3,timelimit_screen,3999.767999999982,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
50,1570441175402,07/10/2019 09:39:35,1570441174423,1,07/10/2019 10:39:34,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,16,D8,lose,response_button_text,608.6699999996054,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
51,1570441179390,07/10/2019 09:39:39,1570441178415,1,07/10/2019 10:39:38,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,17,C9,Zone3,timelimit_screen,3999.4650000000256,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
52,1570441179999,07/10/2019 09:39:39,1570441179020,1,07/10/2019 10:39:39,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,18,D9,lose,response_button_text,594.0700000001234,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
53,1570441183990,07/10/2019 09:39:43,1570441183015,1,07/10/2019 10:39:43,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,19,C10,Zone3,timelimit_screen,3999.9590000000026,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
54,1570441184572,07/10/2019 09:39:44,1570441183588,1,07/10/2019 10:39:43,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,20,D10,lose,response_button_text,556.1699999998382,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
55,1570441188560,07/10/2019 09:39:48,1570441187580,1,07/10/2019 10:39:47,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,21,C11,Zone3,timelimit_screen,3999.8220000000147,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
56,1570441189154,07/10/2019 09:39:49,1570441188185,1,07/10/2019 10:39:48,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,22,D11,lose,response_button_text,593.0349999998871,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
57,1570441193155,07/10/2019 09:39:53,1570441192179,1,07/10/2019 10:39:52,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,23,C12,Zone3,timelimit_screen,4000.0529999999853,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
58,1570441193749,07/10/2019 09:39:53,1570441192777,1,07/10/2019 10:39:52,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,24,D12,BEST,response_button_text,584.684999999823,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
59,1570441196754,07/10/2019 09:39:56,1570441195762,1,07/10/2019 10:39:55,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,26,5star,advancementZone,timelimit_screen,2999.7249999999767,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
60,1570441196816,07/10/2019 09:39:56,1570441195780,1,07/10/2019 10:39:55,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,29,next,content,timelimit_screen,16.66599999999744,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
61,1570441202813,07/10/2019 09:40:02,1570441201778,1,07/10/2019 10:40:01,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,11,6,1,instructions,advancementZone,timelimit_screen,5999.625,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1570441206755,07/10/2019 09:40:06,1570441205778,1,07/10/2019 10:40:05,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,6,1,C1,Zone3,timelimit_screen,3999.1200000000244,,,0,1,0,,,1,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
63,1570441207763,07/10/2019 09:40:07,1570441206791,1,07/10/2019 10:40:06,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,6,2,D1,Zone3,response_button_text,999.6449999998731,See next option,1,0,1,0,,,,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
64,1570441211737,07/10/2019 09:40:11,1570441210777,1,07/10/2019 10:40:10,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,6,3,C2,Zone3,timelimit_screen,4000.0629999999946,,,0,1,0,,,1,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
65,1570441212378,07/10/2019 09:40:12,1570441211411,1,07/10/2019 10:40:11,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,6,4,D2,lose,response_button_text,621.4700000000594,See next option,1,0,1,0,,,,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
66,1570441216375,07/10/2019 09:40:16,1570441215409,1,07/10/2019 10:40:15,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,6,5,C3,Zone3,timelimit_screen,4000.11599999998,,,0,1,0,,,1,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
